order_id,invoice_id,order_ts,invoice_ts,due_date,paid_ts,customer_id,account_name,industry,segment,region,country,state,city,sales_channel,sales_rep_id,product_family,sku,contract_type,term_months,quantity,unit_price_local,discount_pct,gross_amount_local,net_amount_local,currency,payment_status,days_to_pay_est
ORD-5246016141,INV-9038918458,2024-03-16 02:47:50,2024-03-17 02:47:50,2024-04-16 02:47:50,2024-04-13 02:47:50,CUST-23154295,Cobalt Health,Logistics,Enterprise,EMEA,Germany,,Berlin,Partner,SR-857239,Support Automation,SUP-AGENT,Subscription,24,2,16302.3,0.0057,65209.22,64839.63,USD,Paid,27
ORD-6553272190,INV-4155593901,2024-12-09 04:20:48,2024-12-11 04:20:48,2025-01-10 04:20:48,,CUST-51635385,Cobalt Works,FinTech,SMB,North America,USA,NC,Raleigh,Direct,SR-746255,Support Automation,SUP-ENT,Professional Services,6,18,2392991.7,0.2804,21536925.33,15499006.46,INR,Net 30,37
ORD-8464951965,INV-6399252077,2025-03-23 23:29:38,2025-03-27 23:29:38,2025-04-26 23:29:38,2025-05-07 23:29:38,CUST-06323187,Summit Works,SaaS,SMB,APAC,India,GJ,Ahmedabad,Direct,SR-951367,AI Platform,AIP-BUS,Subscription,36,10,19436.25,0.1592,583087.53,490288.85,USD,Paid,41
ORD-4581131233,INV-5755693997,2024-11-22 07:52:29,2024-11-22 07:52:29,2024-12-22 07:52:29,,CUST-17779726,Quantum Health,Education,SMB,APAC,India,HR,Gurugram,Direct,SR-121253,Support Automation,SUP-DEFLECT,Subscription,24,12,4879.91,0.2235,117117.75,90947.26,USD,Net 30,19
ORD-8217606839,INV-4856384631,2025-05-15 09:17:17,2025-05-16 09:17:17,2025-06-15 09:17:17,2025-05-26 09:17:17,CUST-90190950,Sunrise Group,FinTech,Mid-Market,North America,USA,IL,Chicago,Online,SR-532533,AI Platform,AIP-ENT,Subscription,24,9,30775.17,0.2331,553953.03,424843.86,USD,Paid,10
ORD-1357871142,INV-7814586508,2024-06-20 11:30:58,2024-06-24 11:30:58,2024-07-24 11:30:58,,CUST-01444830,Evergreen Holdings,FinTech,SMB,North America,USA,NY,New York,Online,SR-334290,Support Automation,SUP-DEFLECT,Subscription,12,8,403260.36,0.071,3226082.87,2997099.37,INR,Overdue,69
ORD-7112661287,INV-8428011187,2025-03-09 17:06:37,2025-03-13 17:06:37,2025-04-12 17:06:37,2025-03-21 17:06:37,CUST-09017128,Cobalt Group,Retail,Enterprise,APAC,India,RJ,Jaipur,Online,SR-346189,Analytics Suite,ANL-STD,Usage-Based,3,7,7859.18,0.3587,13753.57,8820.33,USD,Paid,8
ORD-9228220338,INV-9965216474,2025-04-06 13:46:14,2025-04-10 13:46:14,2025-05-10 13:46:14,2025-05-13 13:46:14,CUST-27533513,Pioneer Systems,Logistics,Enterprise,North America,USA,NJ,Jersey City,Online,SR-728254,CRM Add-on,CRM-AUTO,Subscription,12,22,7549.87,0.3507,166097.13,107852.83,USD,Paid,33
ORD-9689174139,INV-9349977642,2025-03-29 12:52:02,2025-04-02 12:52:02,2025-05-02 12:52:02,2025-04-28 12:52:02,CUST-31612041,Apex Industries,SaaS,SMB,North America,USA,TX,Austin,Direct,SR-451472,AI Platform,AIP-BUS,Subscription,12,3,16453.99,0.0446,49361.98,47162.83,EUR,Paid,26
ORD-3402533811,INV-7777747476,2024-07-25 20:05:12,2024-07-26 20:05:12,2024-08-25 20:05:12,2024-08-17 20:05:12,CUST-02968740,Cobalt Labs,SaaS,SMB,North America,USA,WA,Seattle,Online,SR-339930,Support Automation,SUP-AGENT,Professional Services,6,23,11714.53,0.1453,134717.09,115145.64,USD,Paid,22
ORD-1766943795,INV-7660912315,2024-08-06 11:54:09,2024-08-09 11:54:09,2024-09-08 11:54:09,2024-09-04 11:54:09,CUST-70018429,Vertex Labs,SaaS,Enterprise,APAC,India,KA,Bengaluru,Online,SR-508285,AI Platform,AIP-BUS,Usage-Based,6,6,21292.85,0.1615,63878.55,53560.22,USD,Paid,26
ORD-2519552169,INV-7508678980,2024-07-03 18:27:24,2024-07-05 18:27:24,2024-09-03 18:27:24,,CUST-30829317,Cobalt Logistics,SaaS,SMB,North America,USA,NC,Raleigh,Partner,SR-587978,AI Platform,AIP-DEV,Professional Services,1,7,8724.02,0.0779,5089.01,4692.51,USD,Net 60,72
ORD-4822240861,INV-2814507942,2024-11-26 21:51:41,2024-11-26 21:51:41,2024-12-26 21:51:41,2024-11-26 21:51:41,CUST-86191681,Evergreen Fin,Retail,SMB,North America,USA,NY,New York,Marketplace,SR-384436,CRM Add-on,CRM-AUTO,Subscription,12,8,535348.95,0.1041,4282791.58,3836833.64,INR,Paid,0
ORD-2942275579,INV-5254349993,2025-02-22 16:13:39,2025-02-22 16:13:39,2025-03-24 16:13:39,2025-03-20 16:13:39,CUST-60866537,Cobalt Group,Manufacturing,Mid-Market,North America,Canada,ON,Toronto,Direct,SR-811423,Support Automation,SUP-DEFLECT,Professional Services,1,18,473607.3,0.3818,710410.95,439196.18,INR,Paid,26
ORD-2887297952,INV-2921290991,2024-09-16 00:50:51,2024-09-19 00:50:51,2024-10-19 00:50:51,2024-10-14 00:50:51,CUST-48823476,Summit Health,SaaS,Mid-Market,North America,USA,GA,Atlanta,Online,SR-826399,CRM Add-on,CRM-AUTO,Subscription,12,13,7353.1,0.0936,95590.32,86645.87,USD,Paid,25
ORD-6954204246,INV-9118791775,2024-10-20 06:19:25,2024-10-21 06:19:25,2024-11-20 06:19:25,2024-11-18 06:19:25,CUST-67711164,Quantum Health,Logistics,SMB,North America,Canada,ON,Toronto,Direct,SR-896488,Supply Chain Optimizer,SCO-ENT,Subscription,36,14,3870885.98,0.3361,162577211.02,107938836.06,INR,Paid,28
ORD-3948826826,INV-9965105496,2024-07-23 14:49:33,2024-07-26 14:49:33,2024-08-25 14:49:33,2024-08-01 14:49:33,CUST-82463233,Summit Logistics,SaaS,SMB,North America,USA,NJ,Jersey City,Direct,SR-023801,Supply Chain Optimizer,SCO-EXEC,Subscription,24,1,1730729.14,0.2644,3461458.28,2546366.02,INR,Paid,6
ORD-3411657817,INV-8477064722,2024-06-05 11:29:35,2024-06-07 11:29:35,2024-07-07 11:29:35,2024-06-27 11:29:35,CUST-76936830,Sunrise Labs,Healthcare,Mid-Market,North America,USA,NJ,Jersey City,Direct,SR-772859,Support Automation,SUP-AGENT,Professional Services,1,4,11102.87,0.1882,3700.96,3004.41,GBP,Paid,20
ORD-5321971846,INV-9141953665,2025-04-15 06:50:03,2025-04-17 06:50:03,2025-05-17 06:50:03,,CUST-50737167,Quantum Retail,Retail,SMB,EMEA,UK,,London,Direct,SR-653113,CRM Add-on,CRM-INSIGHTS,Subscription,12,13,9006.91,0.2759,117089.88,84787.72,GBP,Net 30,22
ORD-1396212732,INV-8195418173,2025-08-06 08:03:01,2025-08-06 08:03:01,2025-10-05 08:03:01,,CUST-82396430,Vertex Logistics,Retail,SMB,North America,USA,NC,Raleigh,Online,SR-047421,CRM Add-on,CRM-AUTO,Professional Services,1,18,546429.44,0.2348,819644.16,627212.27,INR,Net 60,73
ORD-2084102497,INV-4842301744,2024-07-26 01:52:50,2024-07-27 01:52:50,2024-08-26 01:52:50,2024-08-19 01:52:50,CUST-92654202,Summit Holdings,Healthcare,SMB,APAC,Singapore,,Singapore,Online,SR-729054,Analytics Suite,ANL-PRO,Professional Services,1,23,10056.28,0.2032,19274.53,15357.51,USD,Paid,23
ORD-3100814125,INV-7371408532,2025-09-07 05:38:17,2025-09-07 05:38:17,2025-10-07 05:38:17,2025-09-27 05:38:17,CUST-53698207,Pioneer Logistics,Logistics,SMB,North America,USA,MA,Boston,Direct,SR-228967,CRM Add-on,CRM-AUTO,Professional Services,1,10,6685.07,0.2465,5570.89,4197.73,USD,Paid,20
ORD-9464622764,INV-9346829941,2025-02-12 18:47:12,2025-02-13 18:47:12,2025-03-15 18:47:12,2025-03-10 18:47:12,CUST-83278718,Apex Works,FinTech,SMB,EMEA,Germany,,Berlin,Direct,SR-682869,Supply Chain Optimizer,SCO-PLAN,Subscription,12,20,13396.03,0.0939,267920.64,242770.85,EUR,Paid,25
ORD-7163316889,INV-0584157353,2024-04-29 00:14:45,2024-05-03 00:14:45,2024-06-02 00:14:45,2024-05-12 00:14:45,CUST-78400620,Quantum Group,Logistics,Mid-Market,North America,USA,GA,Atlanta,Direct,SR-863734,Support Automation,SUP-ENT,Subscription,12,3,31012.5,0.1247,93037.5,81437.07,USD,Paid,9
ORD-1496920866,INV-0118999030,2024-09-18 20:05:02,2024-09-21 20:05:02,2024-10-21 20:05:02,2024-10-26 20:05:02,CUST-19597714,Quantum Fin,Manufacturing,Mid-Market,EMEA,Germany,,Berlin,Marketplace,SR-988506,Analytics Suite,ANL-PRO,Subscription,12,16,11849.31,0.0047,189588.91,188705.39,USD,Paid,35
ORD-6491134707,INV-7165073044,2024-01-06 08:08:49,2024-01-06 08:08:49,2024-02-05 08:08:49,,CUST-68338381,Apex Group,Logistics,SMB,North America,USA,FL,Miami,Marketplace,SR-370316,Analytics Suite,ANL-PRO,Subscription,12,12,9334.9,0.2181,112018.74,87591.13,GBP,Net 30,40
ORD-3643892167,INV-6386120203,2024-01-29 19:23:20,2024-01-31 19:23:20,2024-03-01 19:23:20,2024-02-08 19:23:20,CUST-26083692,Quantum Logistics,SaaS,SMB,APAC,India,TN,Chennai,Direct,SR-323660,Supply Chain Optimizer,SCO-PLAN,Subscription,12,13,11174.83,0.0812,145272.77,133480.26,GBP,Paid,8
ORD-6001764780,INV-5498557389,2024-08-28 06:08:48,2024-08-31 06:08:48,2024-09-30 06:08:48,2024-10-04 06:08:48,CUST-42977473,Summit Industries,SaaS,Mid-Market,North America,USA,MA,Boston,Inside Sales,SR-020864,Support Automation,SUP-DEFLECT,Subscription,12,23,475596.56,0.0,10938720.82,10938720.82,INR,Paid,34
ORD-1202337128,INV-4645708949,2024-11-20 19:53:26,2024-11-21 19:53:26,2025-01-20 19:53:26,,CUST-34375745,Cobalt Labs,Manufacturing,SMB,EMEA,UK,,London,Direct,SR-529528,CRM Add-on,CRM-INSIGHTS,Usage-Based,3,11,8565.88,0.2045,23556.18,18738.99,GBP,Net 60,78
ORD-9258477453,INV-3260827717,2025-07-24 13:43:32,2025-07-26 13:43:32,2025-08-25 13:43:32,2025-08-09 13:43:32,CUST-12180170,Vertex Fin,FinTech,Mid-Market,North America,USA,IL,Chicago,Online,SR-732335,Supply Chain Optimizer,SCO-PLAN,Professional Services,3,2,15584.08,0.1178,7792.04,6874.15,USD,Paid,14
ORD-1874515072,INV-2342035505,2024-04-06 20:26:05,2024-04-10 20:26:05,2024-05-10 20:26:05,2024-04-22 20:26:05,CUST-63857684,Vertex Health,Retail,Enterprise,North America,USA,NC,Raleigh,Online,SR-898791,Analytics Suite,ANL-ENT,Subscription,12,7,2570927.92,0.3093,17996495.41,12429977.96,INR,Paid,12
ORD-3491211644,INV-2865280885,2025-08-23 01:29:42,2025-08-27 01:29:42,2025-09-26 01:29:42,,CUST-91647973,Cobalt Retail,Logistics,SMB,APAC,India,GJ,Ahmedabad,Partner,SR-858596,Support Automation,SUP-DEFLECT,Subscription,36,2,4200.61,0.2325,25203.64,19343.94,EUR,Net 30,22
ORD-1123747058,INV-6340888622,2024-06-16 19:08:17,2024-06-19 19:08:17,2024-08-18 19:08:17,,CUST-40204308,Cobalt Fin,Travel,Mid-Market,North America,USA,IL,Chicago,Direct,SR-766832,Supply Chain Optimizer,SCO-PLAN,Subscription,12,15,17303.37,0.2837,259550.53,185918.39,USD,Net 60,67
ORD-3783548486,INV-6905938518,2024-04-08 06:29:32,2024-04-12 06:29:32,2024-05-12 06:29:32,,CUST-05489580,Vertex Works,Retail,SMB,EMEA,UK,,London,Online,SR-479729,CRM Add-on,CRM-AI,Professional Services,3,16,3113.76,0.1366,12455.04,10753.39,USD,Net 30,44
ORD-8147267183,INV-4698983763,2025-05-15 08:36:44,2025-05-15 08:36:44,2025-06-14 08:36:44,2025-05-31 08:36:44,CUST-44492591,Cobalt Works,Healthcare,Mid-Market,APAC,India,GJ,Ahmedabad,Online,SR-852668,CRM Add-on,CRM-AI,Subscription,12,12,316734.3,0.1757,3800811.61,3133179.79,INR,Paid,16
ORD-1000359120,INV-0386542603,2025-07-07 01:04:28,2025-07-11 01:04:28,2025-08-10 01:04:28,2025-08-07 01:04:28,CUST-67801027,Cobalt Retail,Education,Enterprise,North America,USA,TX,Austin,Direct,SR-890333,AI Platform,AIP-DEV,Subscription,36,18,12270.16,0.4676,662588.41,352735.88,USD,Paid,27
ORD-0969042918,INV-2853343531,2025-03-08 22:53:50,2025-03-11 22:53:50,2025-04-10 22:53:50,,CUST-34728981,Cobalt Industries,Healthcare,Enterprise,EMEA,UK,,London,Direct,SR-028301,Supply Chain Optimizer,SCO-PLAN,Subscription,12,19,19872.19,0.0,377571.66,377571.66,USD,Net 30,34
ORD-8842494588,INV-1521756546,2024-03-23 15:23:38,2024-03-24 15:23:38,2024-04-23 15:23:38,2024-04-09 15:23:38,CUST-76546701,Cobalt Industries,SaaS,SMB,North America,USA,NY,New York,Inside Sales,SR-888095,Support Automation,SUP-DEFLECT,Usage-Based,6,23,4529.63,0.0,52090.7,52090.7,USD,Paid,16
ORD-8395834409,INV-8475637025,2024-03-23 23:32:31,2024-03-24 23:32:31,2024-04-23 23:32:31,,CUST-05279521,Apex Health,SaaS,Mid-Market,APAC,India,RJ,Jaipur,Direct,SR-382547,CRM Add-on,CRM-INSIGHTS,Subscription,12,8,12324.58,0.1378,98596.6,85007.35,USD,Net 30,25
ORD-9947923067,INV-3927186749,2024-10-05 13:38:11,2024-10-07 13:38:11,2024-11-06 13:38:11,2024-10-29 13:38:11,CUST-08535176,Pioneer Holdings,SaaS,SMB,North America,USA,TX,Austin,Direct,SR-237001,AI Platform,AIP-ENT,Professional Services,6,7,36794.48,0.0,128780.67,128780.67,USD,Paid,22
ORD-3486688842,INV-7537980199,2024-11-18 03:47:47,2024-11-18 03:47:47,2024-12-18 03:47:47,2024-12-11 03:47:47,CUST-83162859,Summit Systems,Education,Mid-Market,North America,USA,GA,Atlanta,Partner,SR-334788,CRM Add-on,CRM-AI,Professional Services,3,6,3828.82,0.0638,5743.23,5376.58,GBP,Paid,23
ORD-1045595595,INV-5829804199,2025-12-15 08:05:58,2025-12-17 08:05:58,2026-02-15 08:05:58,,CUST-14460987,Pioneer Industries,Travel,SMB,EMEA,UK,,London,Partner,SR-717892,CRM Add-on,CRM-AUTO,Usage-Based,6,19,502021.55,0.3766,4769204.74,2973004.76,INR,Net 60,48
ORD-8372003998,INV-9765446732,2024-07-23 10:33:26,2024-07-24 10:33:26,2024-08-23 10:33:26,2024-08-11 10:33:26,CUST-92517954,Vertex Industries,FinTech,Mid-Market,North America,Canada,ON,Toronto,Partner,SR-115935,AI Platform,AIP-BUS,Subscription,12,19,1514885.49,0.1801,28782824.28,23597851.65,INR,Paid,18
ORD-7848763279,INV-3831021318,2024-05-17 03:32:09,2024-05-17 03:32:09,2024-06-16 03:32:09,,CUST-55060679,Evergreen Works,Healthcare,SMB,APAC,Australia,,Sydney,Direct,SR-362409,Supply Chain Optimizer,SCO-ENT,Professional Services,3,3,46779.49,0.2129,35084.62,27613.67,USD,Net 30,32
ORD-6861420663,INV-4901397479,2025-11-07 22:21:22,2025-11-11 22:21:22,2025-12-11 22:21:22,2025-12-04 22:21:22,CUST-78989800,Sunrise Fin,Education,Mid-Market,APAC,India,HR,Gurugram,Partner,SR-525361,AI Platform,AIP-BUS,Subscription,12,14,19448.31,0.0344,272276.33,262918.76,USD,Paid,23
ORD-3258946825,INV-3596616390,2024-04-20 22:59:24,2024-04-23 22:59:24,2024-05-23 22:59:24,2024-06-06 22:59:24,CUST-62749231,Summit Systems,SaaS,SMB,North America,USA,GA,Atlanta,Inside Sales,SR-213206,Analytics Suite,ANL-STD,Subscription,12,6,6094.1,0.2345,36564.58,27990.39,USD,Paid,44
ORD-1518526352,INV-6200710023,2024-01-19 13:31:25,2024-01-22 13:31:25,2024-02-21 13:31:25,2024-02-04 13:31:25,CUST-49952914,Summit Systems,Manufacturing,SMB,North America,USA,GA,Atlanta,Inside Sales,SR-586272,Support Automation,SUP-ENT,Subscription,12,19,21663.52,0.0632,411606.96,385592.2,GBP,Paid,13
ORD-4996067550,INV-4836948182,2024-10-29 14:01:31,2024-10-31 14:01:31,2024-11-30 14:01:31,2024-12-08 14:01:31,CUST-00252667,BlueRock Retail,Manufacturing,SMB,North America,USA,FL,Miami,Direct,SR-515405,Support Automation,SUP-AGENT,Subscription,24,12,12223.67,0.3691,293368.03,185088.09,EUR,Paid,38
ORD-1499460868,INV-8172811451,2024-10-13 16:53:01,2024-10-17 16:53:01,2024-12-16 16:53:01,,CUST-36127192,Vertex Labs,Retail,SMB,APAC,India,DL,Delhi,Online,SR-038286,Analytics Suite,ANL-PRO,Subscription,12,20,10154.47,0.2155,203089.34,159319.64,USD,Net 60,63
ORD-5524794250,INV-1271283549,2025-03-19 16:17:55,2025-03-20 16:17:55,2025-04-19 16:17:55,2025-04-10 16:17:55,CUST-52510517,Cobalt Fin,Logistics,SMB,North America,USA,TX,Austin,Online,SR-259974,Support Automation,SUP-DEFLECT,Subscription,12,14,4146.89,0.357,58056.49,37331.13,EUR,Paid,21
ORD-0323066320,INV-0504235348,2025-09-19 01:30:14,2025-09-22 01:30:14,2025-11-21 01:30:14,,CUST-44931332,BlueRock Group,FinTech,SMB,APAC,Singapore,,Singapore,Direct,SR-461628,CRM Add-on,CRM-AUTO,Professional Services,1,14,6884.46,0.3184,8031.87,5474.9,USD,Net 60,90
ORD-3719237304,INV-4854664209,2025-10-29 12:45:08,2025-10-29 12:45:08,2025-11-28 12:45:08,2025-11-23 12:45:08,CUST-09010076,Quantum Systems,Logistics,SMB,North America,USA,NJ,Jersey City,Online,SR-419914,Support Automation,SUP-ENT,Subscription,12,9,26411.61,0.4275,237704.53,136091.32,USD,Paid,25
ORD-5537452041,INV-5110297400,2024-07-26 18:39:03,2024-07-29 18:39:03,2024-08-28 18:39:03,2024-08-08 18:39:03,CUST-58301207,Evergreen Industries,FinTech,Enterprise,North America,USA,IL,Chicago,Direct,SR-649581,AI Platform,AIP-BUS,Subscription,36,12,2204927.61,0.1125,79377394.12,70444873.51,INR,Paid,10
ORD-9287191434,INV-8237454997,2025-12-02 19:21:24,2025-12-06 19:21:24,2026-01-05 19:21:24,,CUST-94872670,Vertex Group,Manufacturing,SMB,EMEA,Germany,,Berlin,Direct,SR-720829,Analytics Suite,ANL-ENT,Professional Services,6,16,24084.0,0.159,192672.03,162044.12,USD,Net 30,31
ORD-7511484427,INV-2351606965,2025-03-28 14:18:17,2025-03-31 14:18:17,2025-04-30 14:18:17,2025-05-04 14:18:17,CUST-83383587,Cobalt Health,Travel,Mid-Market,North America,USA,IL,Chicago,Direct,SR-350557,CRM Add-on,CRM-INSIGHTS,Usage-Based,3,24,11881.39,0.1823,71288.36,58288.99,EUR,Paid,34
ORD-2024639801,INV-2015577660,2024-02-19 21:30:47,2024-02-20 21:30:47,2024-03-21 21:30:47,2024-03-18 21:30:47,CUST-10030330,Apex Fin,Manufacturing,Mid-Market,North America,USA,TX,Austin,Online,SR-493978,Analytics Suite,ANL-PRO,Subscription,12,6,12501.09,0.0839,75006.54,68716.44,USD,Paid,27
ORD-0240847240,INV-5021191618,2025-11-01 14:04:07,2025-11-04 14:04:07,2025-12-04 14:04:07,2025-12-02 14:04:07,CUST-16044401,Sunrise Labs,FinTech,SMB,North America,USA,FL,Miami,Online,SR-964242,AI Platform,AIP-BUS,Subscription,12,21,1377743.33,0.2116,28932609.89,22809173.31,INR,Paid,28
ORD-8694133510,INV-9964302961,2024-04-08 09:11:06,2024-04-09 09:11:06,2024-05-09 09:11:06,,CUST-57777873,Pioneer Fin,Education,SMB,APAC,Singapore,,Singapore,Marketplace,SR-393069,Analytics Suite,ANL-STD,Subscription,12,12,5641.07,0.2217,67692.84,52682.07,USD,Net 30,27
ORD-4114914501,INV-1368176914,2025-02-24 10:37:25,2025-02-26 10:37:25,2025-03-28 10:37:25,2025-03-19 10:37:25,CUST-82834226,Apex Systems,Retail,Enterprise,North America,USA,CA,San Francisco,Partner,SR-901258,AI Platform,AIP-BUS,Subscription,12,17,24369.48,0.2216,414281.08,322472.81,USD,Paid,21
ORD-0531954777,INV-4542624394,2025-07-19 16:33:38,2025-07-22 16:33:38,2025-08-21 16:33:38,2025-08-05 16:33:38,CUST-68462534,Cobalt Group,FinTech,Mid-Market,North America,USA,TX,Austin,Partner,SR-694990,Supply Chain Optimizer,SCO-PLAN,Subscription,12,4,15827.56,0.0339,63310.22,61164.29,USD,Paid,14
ORD-3829199655,INV-8866565002,2024-06-27 21:16:31,2024-06-28 21:16:31,2024-07-28 21:16:31,,CUST-86494717,BlueRock Logistics,Travel,SMB,North America,USA,NY,New York,Online,SR-487551,CRM Add-on,CRM-AI,Subscription,12,14,2973.39,0.1407,41627.51,35770.31,EUR,Net 30,23
ORD-8553957060,INV-1741826907,2024-07-12 05:31:02,2024-07-12 05:31:02,2024-08-11 05:31:02,,CUST-91262149,Pioneer Industries,Healthcare,SMB,APAC,India,HR,Gurugram,Direct,SR-202500,Support Automation,SUP-ENT,Subscription,12,7,26815.16,0.2401,187706.14,142628.59,USD,Net 30,33
ORD-2717042088,INV-4173375034,2024-12-06 07:02:37,2024-12-06 07:02:37,2025-01-05 07:02:37,2025-01-05 07:02:37,CUST-87355727,Apex Holdings,Travel,Mid-Market,North America,USA,NJ,Jersey City,Online,SR-813563,Support Automation,SUP-DEFLECT,Subscription,12,4,416595.22,0.3572,1666380.88,1071119.86,INR,Paid,30
ORD-1144011907,INV-2751439571,2025-09-24 15:38:40,2025-09-27 15:38:40,2025-10-27 15:38:40,2025-10-12 15:38:40,CUST-12928839,Nimbus Fin,FinTech,Mid-Market,APAC,India,MH,Mumbai,Marketplace,SR-449755,Analytics Suite,ANL-ENT,Subscription,24,23,28312.33,0.1278,1302367.06,1135893.21,USD,Paid,15
ORD-7892623822,INV-5315503820,2024-06-08 18:19:32,2024-06-09 18:19:32,2024-08-08 18:19:32,,CUST-62041573,BlueRock Fin,FinTech,Mid-Market,North America,USA,TX,Austin,Direct,SR-757794,Supply Chain Optimizer,SCO-EXEC,Subscription,36,1,26483.24,0.3574,79449.73,51051.76,USD,Net 60,52
ORD-2176318310,INV-6050459572,2025-04-19 09:34:47,2025-04-23 09:34:47,2025-05-23 09:34:47,2025-05-30 09:34:47,CUST-82684494,BlueRock Logistics,Education,SMB,North America,Canada,ON,Toronto,Inside Sales,SR-104309,Analytics Suite,ANL-PRO,Subscription,12,22,12950.73,0.1026,284916.04,255683.77,USD,Paid,37
ORD-5489367979,INV-7179420539,2024-11-19 15:26:10,2024-11-19 15:26:10,2024-12-19 15:26:10,,CUST-43628538,Cobalt Logistics,Manufacturing,SMB,APAC,India,HR,Gurugram,Partner,SR-994939,AI Platform,AIP-BUS,Subscription,12,19,1417086.29,0.2027,26924639.53,21465770.24,INR,Net 30,22
ORD-3560320812,INV-7500786815,2024-03-20 00:09:45,2024-03-24 00:09:45,2024-05-23 00:09:45,,CUST-74068536,Cobalt Holdings,Education,SMB,APAC,India,UP,Lucknow,Direct,SR-135650,Support Automation,SUP-DEFLECT,Subscription,12,1,5272.66,0.0,5272.66,5272.66,USD,Net 60,49
ORD-2262879558,INV-1050960295,2025-05-23 07:00:06,2025-05-24 07:00:06,2025-06-23 07:00:06,,CUST-90743177,Cobalt Holdings,Healthcare,SMB,North America,USA,FL,Miami,Direct,SR-497712,CRM Add-on,CRM-INSIGHTS,Professional Services,1,5,11021.41,0.047,4592.25,4376.34,USD,Net 30,16
ORD-4019291722,INV-3338340147,2025-08-18 22:55:57,2025-08-20 22:55:57,2025-09-19 22:55:57,,CUST-78261862,Apex Works,Travel,SMB,North America,USA,MA,Boston,Inside Sales,SR-086532,AI Platform,AIP-BUS,Subscription,24,11,16683.45,0.0854,367035.87,335680.08,USD,Net 30,25
ORD-7196737708,INV-4476916926,2025-02-15 13:50:08,2025-02-18 13:50:08,2025-03-20 13:50:08,2025-03-11 13:50:08,CUST-39357829,Evergreen Logistics,Retail,Mid-Market,North America,USA,NY,New York,Online,SR-718425,AI Platform,AIP-ENT,Subscription,12,14,34102.48,0.1982,477434.75,382821.52,USD,Paid,21
ORD-2107511290,INV-6618076666,2024-05-06 20:50:33,2024-05-10 20:50:33,2024-06-09 20:50:33,2024-06-09 20:50:33,CUST-61770147,Summit Health,Logistics,Mid-Market,North America,USA,FL,Miami,Online,SR-750489,CRM Add-on,CRM-AUTO,Subscription,24,6,5904.31,0.2879,70851.73,50454.05,USD,Paid,30
ORD-9542243295,INV-6269341090,2024-04-21 05:13:24,2024-04-22 05:13:24,2024-05-22 05:13:24,2024-05-12 05:13:24,CUST-26699435,BlueRock Holdings,Travel,Mid-Market,North America,USA,TX,Austin,Direct,SR-453055,Support Automation,SUP-DEFLECT,Subscription,12,15,5915.5,0.1796,88732.53,72798.06,USD,Paid,20
ORD-9792858745,INV-5153074559,2024-10-29 06:58:48,2024-11-01 06:58:48,2024-12-01 06:58:48,2024-11-30 06:58:48,CUST-39286021,BlueRock Systems,Retail,SMB,North America,USA,CA,San Francisco,Online,SR-953777,Support Automation,SUP-DEFLECT,Subscription,12,15,4913.97,0.0239,73709.55,71948.7,USD,Paid,29
ORD-4316839418,INV-6543577177,2024-12-28 23:23:54,2024-12-28 23:23:54,2025-01-27 23:23:54,2025-01-07 23:23:54,CUST-09141554,Vertex Fin,Retail,SMB,North America,USA,NC,Raleigh,Online,SR-779131,AI Platform,AIP-BUS,Subscription,24,17,1400234.76,0.1205,47607981.74,41871270.65,INR,Paid,10
ORD-7668344059,INV-5326584527,2025-01-29 23:56:46,2025-01-29 23:56:46,2025-02-28 23:56:46,2025-02-09 23:56:46,CUST-95551896,Quantum Labs,Logistics,SMB,North America,USA,WA,Seattle,Partner,SR-448946,AI Platform,AIP-BUS,Subscription,24,8,17459.65,0.0483,279354.32,265866.18,USD,Paid,11
ORD-1385131006,INV-3559782886,2024-06-23 21:02:39,2024-06-26 21:02:39,2024-07-26 21:02:39,2024-07-03 21:02:39,CUST-36609954,Pioneer Retail,Retail,SMB,North America,USA,CA,San Francisco,Online,SR-799665,Analytics Suite,ANL-ENT,Subscription,24,13,1989414.22,0.3162,51724769.62,35370188.14,INR,Paid,7
ORD-1321868992,INV-2781889915,2024-12-24 07:36:39,2024-12-28 07:36:39,2025-01-27 07:36:39,2025-01-25 07:36:39,CUST-17428480,Vertex Holdings,Healthcare,SMB,North America,USA,IL,Chicago,Direct,SR-949336,Supply Chain Optimizer,SCO-PLAN,Subscription,36,17,14142.26,0.0489,721255.4,686016.79,USD,Paid,28
ORD-1596175946,INV-4448294750,2024-07-29 19:14:05,2024-07-30 19:14:05,2024-09-28 19:14:05,,CUST-79038104,Summit Fin,Travel,SMB,EMEA,UK,,London,Partner,SR-951261,Support Automation,SUP-DEFLECT,Subscription,24,20,3731.98,0.1044,149279.22,133692.99,GBP,Net 60,51
ORD-9926287385,INV-9648394707,2025-05-05 11:00:44,2025-05-06 11:00:44,2025-06-05 11:00:44,2025-06-18 11:00:44,CUST-89561245,Sunrise Holdings,Healthcare,SMB,North America,USA,TX,Austin,Direct,SR-953009,AI Platform,AIP-DEV,Subscription,12,23,8150.07,0.058,187451.58,176580.78,EUR,Paid,43
ORD-1493219436,INV-8494050467,2025-07-23 20:15:15,2025-07-27 20:15:15,2025-08-26 20:15:15,,CUST-50617567,Apex Fin,SaaS,SMB,EMEA,UK,,London,Direct,SR-814331,Analytics Suite,ANL-PRO,Subscription,24,10,12396.32,0.3458,247926.45,162203.45,USD,Net 30,46
